instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,period
8490,,Spring,2011,Dec,10,No,Sun,0,Clear,0.26,0.2424,0.81,0.2537,31,12,43,Pagi
8491,,Spring,2011,Dec,11,No,Sun,0,Clear,0.3,0.303,0.7,0.1642,43,42,85,Sore
8492,,Spring,2011,Dec,12,No,Sun,0,Clear,0.3,0.2727,0.75,0.2985,25,41,66,Sore
8493,,Spring,2011,Dec,13,No,Sun,0,Clear,0.32,0.303,0.7,0.2537,40,39,79,Sore
8494,,Spring,2011,Dec,14,No,Sun,0,Clear,0.34,0.3182,0.61,0.2537,41,45,86,Sore
8495,,Spring,2011,Dec,15,No,Sun,0,Clear,0.34,0.3333,0.61,0.194,43,48,91,Sore
8496,,Spring,2011,Dec,16,No,Sun,0,Clear,0.36,0.3636,0.57,0.1045,35,51,86,Sore
8497,,Spring,2011,Dec,17,No,Sun,0,Clear,0.34,0.3333,0.61,0.1343,11,33,44,Sore
8498,,Spring,2011,Dec,18,No,Sun,0,Clear,0.32,0.3182,0.7,0.194,7,23,30,Malam
8499,,Spring,2011,Dec,19,No,Sun,0,Clear,0.32,0.3333,0.57,0.1343,2,14,16,Malam
8500,,Spring,2011,Dec,20,No,Sun,0,Clear,0.32,0.3333,0.49,0.0896,8,18,26,Malam
8501,,Spring,2011,Dec,21,No,Sun,0,Clear,0.3,0.303,0.56,0.1343,4,15,19,Malam
8502,,Spring,2011,Dec,22,No,Sun,0,Clear,0.28,0.2727,0.61,0.1642,2,15,17,Malam
8503,,Spring,2011,Dec,23,No,Sun,0,Clear,0.26,0.2727,0.65,0.1343,2,14,16,Malam
8504,,Spring,2011,Dec,0,Yes,Mon,0,Clear,0.22,0.2273,0.75,0.1642,5,6,11,Malam
8505,,Spring,2011,Dec,1,Yes,Mon,0,Clear,0.28,0.2727,0.56,0.194,3,7,10,Malam
8506,,Spring,2011,Dec,2,Yes,Mon,0,Clear,0.34,0.3182,0.46,0.2239,2,5,7,Malam
8507,,Spring,2011,Dec,4,Yes,Mon,0,Clear,0.34,0.303,0.46,0.2985,0,2,2,Malam
8508,,Spring,2011,Dec,5,Yes,Mon,0,Clear,0.34,0.303,0.42,0.3881,0,4,4,Malam
8509,,Spring,2011,Dec,6,Yes,Mon,0,Clear,0.32,0.303,0.45,0.2836,0,4,4,Pagi
8510,,Spring,2011,Dec,7,Yes,Mon,0,Clear,0.32,0.3182,0.45,0.194,2,17,19,Pagi
8511,,Spring,2011,Dec,8,Yes,Mon,0,Clear,0.32,0.3333,0.45,0.1343,5,13,18,Pagi
8512,,Spring,2011,Dec,9,Yes,Mon,0,Clear,0.34,0.303,0.46,0.2985,24,38,62,Pagi
8513,,Spring,2011,Dec,10,Yes,Mon,0,Clear,0.34,0.2879,0.42,0.5224,31,39,70,Pagi
8514,,Spring,2011,Dec,11,Yes,Mon,0,Clear,0.34,0.2879,0.46,0.5821,40,51,91,Sore
8515,,Spring,2011,Dec,12,Yes,Mon,0,Clear,0.36,0.3182,0.43,0.4627,34,66,100,Sore
8516,,Spring,2011,Dec,13,Yes,Mon,0,Clear,0.38,0.3939,0.4,0.2985,57,83,140,Sore
8517,,Spring,2011,Dec,14,Yes,Mon,0,Clear,0.38,0.3939,0.4,0.3284,73,80,153,Sore
8518,,Spring,2011,Dec,15,Yes,Mon,0,Clear,0.38,0.3939,0.4,0.2537,26,105,131,Sore
8519,,Spring,2011,Dec,16,Yes,Mon,0,Clear,0.36,0.3333,0.43,0.2836,28,69,97,Sore
8520,,Spring,2011,Dec,17,Yes,Mon,0,Clear,0.34,0.3182,0.46,0.2239,30,67,97,Sore
8521,,Spring,2011,Dec,18,Yes,Mon,0,Clear,0.32,0.3333,0.49,0.0896,21,54,75,Malam
8522,,Spring,2011,Dec,19,Yes,Mon,0,Clear,0.3,0.3182,0.65,0.0896,16,49,65,Malam
8523,,Spring,2011,Dec,20,Yes,Mon,0,Clear,0.3,0.3182,0.56,0.0896,14,42,56,Malam
8524,,Spring,2011,Dec,21,Yes,Mon,0,Clear,0.26,0.303,0.7,0.0,10,39,49,Malam
8525,,Spring,2011,Dec,22,Yes,Mon,0,Clear,0.26,0.303,0.7,0.0,5,22,27,Malam
8526,,Spring,2011,Dec,23,Yes,Mon,0,Clear,0.26,0.2727,0.7,0.1045,4,25,29,Malam
8527,,Spring,2011,Dec,0,No,Tue,1,Clear,0.26,0.2576,0.7,0.1642,3,9,12,Malam
8528,,Spring,2011,Dec,1,No,Tue,1,Clear,0.26,0.2727,0.7,0.1343,0,6,6,Malam
8529,,Spring,2011,Dec,2,No,Tue,1,Clear,0.26,0.2727,0.7,0.1343,2,2,4,Malam
8530,,Spring,2011,Dec,3,No,Tue,1,Cloudy,0.3,0.2879,0.61,0.2239,0,3,3,Malam
8531,,Spring,2011,Dec,4,No,Tue,1,Cloudy,0.3,0.2879,0.65,0.2239,0,3,3,Malam
8532,,Spring,2011,Dec,5,No,Tue,1,Cloudy,0.3,0.2727,0.64,0.2836,0,8,8,Malam
8533,,Spring,2011,Dec,6,No,Tue,1,Cloudy,0.3,0.2727,0.61,0.2985,0,35,35,Pagi
8534,,Spring,2011,Dec,7,No,Tue,1,Cloudy,0.3,0.2879,0.65,0.2836,1,79,80,Pagi
8535,,Spring,2011,Dec,8,No,Tue,1,Cloudy,0.3,0.303,0.65,0.1642,9,155,164,Pagi
8536,,Spring,2011,Dec,9,No,Tue,1,Light Rain/Snow,0.32,0.3333,0.66,0.1045,19,85,104,Pagi
8537,,Spring,2011,Dec,10,No,Tue,1,Cloudy,0.32,0.3333,0.66,0.0896,13,47,60,Pagi
8538,,Spring,2011,Dec,11,No,Tue,1,Light Rain/Snow,0.32,0.3333,0.66,0.1045,6,24,30,Sore
8539,,Spring,2011,Dec,12,No,Tue,1,Light Rain/Snow,0.3,0.3182,0.81,0.0896,8,16,24,Sore
8540,,Spring,2011,Dec,13,No,Tue,1,Light Rain/Snow,0.3,0.303,0.87,0.1343,1,19,20,Sore
8541,,Spring,2011,Dec,14,No,Tue,1,Light Rain/Snow,0.42,0.4242,0.82,0.3881,0,14,14,Sore
8542,,Spring,2011,Dec,15,No,Tue,1,Light Rain/Snow,0.42,0.4242,0.82,0.3881,2,17,19,Sore
8543,,Spring,2011,Dec,16,No,Tue,1,Light Rain/Snow,0.44,0.4394,0.88,0.3284,2,44,46,Sore
8544,,Spring,2011,Dec,17,No,Tue,1,Light Rain/Snow,0.4,0.4091,0.87,0.1343,6,109,115,Sore
8545,,Spring,2011,Dec,18,No,Tue,1,Clear,0.38,0.3939,0.87,0.2836,9,126,135,Malam
8546,,Spring,2011,Dec,19,No,Tue,1,Clear,0.34,0.3333,0.87,0.1642,3,87,90,Malam
8547,,Spring,2011,Dec,20,No,Tue,1,Clear,0.32,0.3333,0.93,0.0896,3,66,69,Malam
8548,,Spring,2011,Dec,21,No,Tue,1,Clear,0.32,0.3333,0.87,0.0896,11,52,63,Malam
8549,,Spring,2011,Dec,22,No,Tue,1,Clear,0.32,0.3333,0.87,0.0896,3,29,32,Malam
8550,,Spring,2011,Dec,23,No,Tue,1,Clear,0.3,0.303,0.93,0.1343,2,24,26,Malam
8551,,Spring,2011,Dec,0,No,Wed,1,Clear,0.32,0.3182,0.87,0.1642,0,10,10,Malam
8552,,Spring,2011,Dec,1,No,Wed,1,Clear,0.32,0.3182,0.76,0.1642,0,12,12,Malam
8553,,Spring,2011,Dec,2,No,Wed,1,Clear,0.32,0.303,0.61,0.2537,0,7,7,Malam
8554,,Spring,2011,Dec,3,No,Wed,1,Clear,0.32,0.303,0.61,0.2537,0,4,4,Malam
8555,,Spring,2011,Dec,5,No,Wed,1,Clear,0.32,0.2879,0.57,0.3582,0,9,9,Malam
8556,,Spring,2011,Dec,6,No,Wed,1,Clear,0.32,0.303,0.57,0.2537,1,42,43,Pagi
8557,,Spring,2011,Dec,7,No,Wed,1,Clear,0.32,0.303,0.57,0.2537,4,106,110,Pagi
8558,,Spring,2011,Dec,8,No,Wed,1,Clear,0.32,0.2879,0.57,0.3582,11,206,217,Pagi
8559,,Spring,2011,Dec,9,No,Wed,1,Clear,0.32,0.303,0.57,0.3284,18,171,189,Pagi
8560,,Spring,2011,Dec,10,No,Wed,1,Clear,0.34,0.3182,0.57,0.2239,12,84,96,Pagi
8561,,Spring,2011,Dec,11,No,Wed,1,Clear,0.36,0.3333,0.46,0.3582,18,93,111,Sore
8562,,Spring,2011,Dec,12,No,Wed,1,Clear,0.34,0.2879,0.46,0.5522,32,108,140,Sore
8563,,Spring,2011,Dec,13,No,Wed,1,Clear,0.34,0.2879,0.39,0.4627,24,135,159,Sore
8564,,Spring,2011,Dec,14,No,Wed,1,Clear,0.32,0.2879,0.39,0.3881,24,96,120,Sore
8565,,Spring,2011,Dec,15,No,Wed,1,Clear,0.32,0.2879,0.36,0.4179,16,101,117,Sore
8566,,Spring,2011,Dec,16,No,Wed,1,Clear,0.3,0.2727,0.36,0.4179,23,144,167,Sore
8567,,Spring,2011,Dec,17,No,Wed,1,Clear,0.28,0.2727,0.38,0.2537,25,225,250,Sore
8568,,Spring,2011,Dec,18,No,Wed,1,Clear,0.26,0.2273,0.38,0.3284,10,159,169,Malam
8569,,Spring,2011,Dec,19,No,Wed,1,Clear,0.24,0.2273,0.41,0.2537,16,135,151,Malam
8570,,Spring,2011,Dec,20,No,Wed,1,Clear,0.24,0.2273,0.41,0.2239,9,70,79,Malam
8571,,Spring,2011,Dec,21,No,Wed,1,Clear,0.22,0.2273,0.44,0.1343,7,63,70,Malam
8572,,Spring,2011,Dec,22,No,Wed,1,Clear,0.22,0.2424,0.44,0.1045,2,31,33,Malam
8573,,Spring,2011,Dec,23,No,Wed,1,Clear,0.22,0.2121,0.44,0.2537,3,36,39,Malam
8574,,Spring,2011,Dec,0,No,Thu,1,Cloudy,0.22,0.2273,0.47,0.194,4,24,28,Malam
8575,,Spring,2011,Dec,1,No,Thu,1,Clear,0.22,0.2121,0.47,0.2239,0,15,15,Malam
8576,,Spring,2011,Dec,2,No,Thu,1,Clear,0.2,0.2273,0.51,0.1045,0,3,3,Malam
8577,,Spring,2011,Dec,3,No,Thu,1,Clear,0.2,0.197,0.55,0.194,0,2,2,Malam
8578,,Spring,2011,Dec,4,No,Thu,1,Clear,0.2,0.2121,0.55,0.1642,1,2,3,Malam
8579,,Spring,2011,Dec,5,No,Thu,1,Clear,0.2,0.2273,0.55,0.1045,0,10,10,Malam
8580,,Spring,2011,Dec,6,No,Thu,1,Clear,0.2,0.2576,0.59,0.0,2,39,41,Pagi
8581,,Spring,2011,Dec,7,No,Thu,1,Clear,0.18,0.2121,0.64,0.0896,2,104,106,Pagi
8582,,Spring,2011,Dec,8,No,Thu,1,Cloudy,0.2,0.2576,0.64,0.0,3,207,210,Pagi
8583,,Spring,2011,Dec,9,No,Thu,1,Cloudy,0.2,0.2121,0.64,0.1343,15,155,170,Pagi
8584,,Spring,2011,Dec,10,No,Thu,1,Cloudy,0.22,0.2273,0.64,0.1642,13,97,110,Pagi
8585,,Spring,2011,Dec,11,No,Thu,1,Cloudy,0.24,0.2576,0.6,0.0896,23,99,122,Sore
8586,,Spring,2011,Dec,12,No,Thu,1,Cloudy,0.26,0.2727,0.56,0.1045,12,118,130,Sore
8587,,Spring,2011,Dec,13,No,Thu,1,Cloudy,0.28,0.2879,0.52,0.1045,36,95,131,Sore
8588,,Spring,2011,Dec,14,No,Thu,1,Cloudy,0.3,0.3333,0.52,0.0,30,112,142,Sore
8589,,Spring,2011,Dec,15,No,Thu,1,Cloudy,0.3,0.3182,0.52,0.0896,27,150,177,Sore
8590,,Spring,2011,Dec,16,No,Thu,1,Clear,0.3,0.303,0.52,0.1642,22,155,177,Sore
8591,,Spring,2011,Dec,17,No,Thu,1,Clear,0.3,0.303,0.61,0.1642,14,226,240,Sore
8592,,Spring,2011,Dec,18,No,Thu,1,Clear,0.3,0.303,0.56,0.1343,15,192,207,Malam
8593,,Spring,2011,Dec,19,No,Thu,1,Clear,0.3,0.3182,0.56,0.1045,11,124,135,Malam
8594,,Spring,2011,Dec,20,No,Thu,1,Clear,0.28,0.2879,0.65,0.1045,8,88,96,Malam
8595,,Spring,2011,Dec,21,No,Thu,1,Cloudy,0.28,0.2879,0.61,0.1343,8,60,68,Malam
8596,,Spring,2011,Dec,22,No,Thu,1,Clear,0.28,0.2879,0.65,0.1343,7,48,55,Malam
8597,,Spring,2011,Dec,23,No,Thu,1,Clear,0.3,0.303,0.65,0.1642,1,44,45,Malam
8598,,Spring,2011,Dec,0,No,Fri,1,Clear,0.28,0.2879,0.7,0.1343,4,26,30,Malam
8599,,Spring,2011,Dec,1,No,Fri,1,Clear,0.26,0.2879,0.65,0.0896,9,11,20,Malam
8600,,Spring,2011,Dec,2,No,Fri,1,Clear,0.24,0.2576,0.7,0.1045,2,10,12,Malam
8601,,Spring,2011,Dec,3,No,Fri,1,Clear,0.24,0.2576,0.7,0.1045,0,6,6,Malam
8602,,Spring,2011,Dec,4,No,Fri,1,Clear,0.24,0.2576,0.7,0.0896,0,2,2,Malam
8603,,Spring,2011,Dec,5,No,Fri,1,Clear,0.22,0.2576,0.75,0.0896,0,10,10,Malam
8604,,Spring,2011,Dec,6,No,Fri,1,Clear,0.24,0.2576,0.7,0.0896,1,31,32,Pagi
8605,,Spring,2011,Dec,7,No,Fri,1,Clear,0.24,0.2576,0.75,0.0896,3,92,95,Pagi
8606,,Spring,2011,Dec,8,No,Fri,1,Cloudy,0.24,0.2576,0.75,0.0896,12,193,205,Pagi
8607,,Spring,2011,Dec,9,No,Fri,1,Clear,0.26,0.303,0.75,0.0,19,175,194,Pagi
8608,,Spring,2011,Dec,10,No,Fri,1,Clear,0.3,0.2879,0.65,0.2537,10,108,118,Pagi
8609,,Spring,2011,Dec,11,No,Fri,1,Clear,0.32,0.3182,0.66,0.194,45,126,171,Sore
8610,,Spring,2011,Dec,12,No,Fri,1,Clear,0.32,0.3333,0.57,0.1343,38,159,197,Sore
8611,,Spring,2011,Dec,13,No,Fri,1,Cloudy,0.36,0.3485,0.53,0.1343,53,154,207,Sore
8612,,Spring,2011,Dec,14,No,Fri,1,Cloudy,0.4,0.4091,0.47,0.0896,67,178,245,Sore
8613,,Spring,2011,Dec,15,No,Fri,1,Clear,0.42,0.4242,0.44,0.0,56,236,292,Sore
8614,,Spring,2011,Dec,16,No,Fri,1,Clear,0.42,0.4242,0.47,0.194,36,247,283,Sore
8615,,Spring,2011,Dec,17,No,Fri,1,Clear,0.38,0.3939,0.54,0.1642,54,188,242,Sore
8616,,Spring,2011,Dec,18,No,Fri,1,Clear,0.36,0.3485,0.62,0.1343,19,163,182,Malam
8617,,Spring,2011,Dec,19,No,Fri,1,Cloudy,0.34,0.303,0.49,0.4179,16,96,112,Malam
8618,,Spring,2011,Dec,20,No,Fri,1,Cloudy,0.34,0.3485,0.66,0.1045,16,75,91,Malam
8619,,Spring,2011,Dec,21,No,Fri,1,Cloudy,0.36,0.3636,0.66,0.1045,11,84,95,Malam
8620,,Spring,2011,Dec,22,No,Fri,1,Cloudy,0.34,0.3333,0.71,0.1642,7,78,85,Malam
8621,,Spring,2011,Dec,23,No,Fri,1,Cloudy,0.36,0.3333,0.66,0.2537,13,60,73,Malam
8622,,Spring,2011,Dec,0,No,Sat,0,Cloudy,0.38,0.3939,0.62,0.3284,7,37,44,Malam
8623,,Spring,2011,Dec,1,No,Sat,0,Cloudy,0.4,0.4091,0.62,0.2836,4,31,35,Malam
8624,,Spring,2011,Dec,2,No,Sat,0,Cloudy,0.4,0.4091,0.62,0.2836,1,27,28,Malam
8625,,Spring,2011,Dec,3,No,Sat,0,Cloudy,0.4,0.4091,0.62,0.2836,1,17,18,Malam
8626,,Spring,2011,Dec,4,No,Sat,0,Clear,0.38,0.3939,0.71,0.2239,1,9,10,Malam
8627,,Spring,2011,Dec,5,No,Sat,0,Cloudy,0.36,0.3485,0.76,0.2239,1,0,1,Malam
8628,,Spring,2011,Dec,6,No,Sat,0,Cloudy,0.4,0.4091,0.71,0.0896,1,5,6,Pagi
8629,,Spring,2011,Dec,7,No,Sat,0,Light Rain/Snow,0.38,0.3939,0.76,0.0,6,13,19,Pagi
8630,,Spring,2011,Dec,8,No,Sat,0,Clear,0.34,0.3333,0.81,0.1343,7,42,49,Pagi
8631,,Spring,2011,Dec,9,No,Sat,0,Clear,0.38,0.3939,0.76,0.0,18,72,90,Pagi
8632,,Spring,2011,Dec,10,No,Sat,0,Clear,0.4,0.4091,0.76,0.1642,20,108,128,Pagi
8633,,Spring,2011,Dec,11,No,Sat,0,Clear,0.42,0.4242,0.71,0.1642,65,152,217,Sore
8634,,Spring,2011,Dec,12,No,Sat,0,Clear,0.52,0.5,0.39,0.2985,93,180,273,Sore
8635,,Spring,2011,Dec,13,No,Sat,0,Clear,0.5,0.4848,0.42,0.4925,108,205,313,Sore
8636,,Spring,2011,Dec,14,No,Sat,0,Clear,0.46,0.4545,0.51,0.3284,115,185,300,Sore
8637,,Spring,2011,Dec,15,No,Sat,0,Clear,0.46,0.4545,0.47,0.4925,89,164,253,Sore
8638,,Spring,2011,Dec,16,No,Sat,0,Clear,0.44,0.4394,0.51,0.3881,52,143,195,Sore
8639,,Spring,2011,Dec,17,No,Sat,0,Clear,0.42,0.4242,0.54,0.194,28,101,129,Sore
8640,,Spring,2011,Dec,18,No,Sat,0,Clear,0.42,0.4242,0.54,0.1343,13,80,93,Malam
8641,,Spring,2011,Dec,19,No,Sat,0,Clear,0.42,0.4242,0.54,0.2239,19,73,92,Malam
8642,,Spring,2011,Dec,20,No,Sat,0,Clear,0.42,0.4242,0.54,0.2239,8,63,71,Malam
8643,,Spring,2011,Dec,21,No,Sat,0,Clear,0.4,0.4091,0.58,0.194,2,50,52,Malam
8644,,Spring,2011,Dec,22,No,Sat,0,Clear,0.38,0.3939,0.62,0.1343,2,36,38,Malam
8645,,Spring,2011,Dec,23,No,Sat,0,Clear,0.36,0.3788,0.66,0.0,4,27,31,Malam
8646,,Spring,2012,Jan,0,No,Sun,0,Clear,0.36,0.3788,0.66,0.0,5,43,48,Malam
8647,,Spring,2012,Jan,1,No,Sun,0,Clear,0.36,0.3485,0.66,0.1343,15,78,93,Malam
8648,,Spring,2012,Jan,2,No,Sun,0,Clear,0.32,0.3485,0.76,0.0,16,59,75,Malam
8649,,Spring,2012,Jan,3,No,Sun,0,Clear,0.3,0.3333,0.81,0.0,11,41,52,Malam
8650,,Spring,2012,Jan,4,No,Sun,0,Clear,0.28,0.303,0.81,0.0896,0,8,8,Malam
8651,,Spring,2012,Jan,5,No,Sun,0,Clear,0.28,0.2879,0.81,0.1045,0,5,5,Malam
8652,,Spring,2012,Jan,6,No,Sun,0,Clear,0.26,0.2727,0.93,0.1343,1,1,2,Pagi
8653,,Spring,2012,Jan,7,No,Sun,0,Clear,0.26,0.2576,0.93,0.1642,1,6,7,Pagi
8654,,Spring,2012,Jan,8,No,Sun,0,Clear,0.26,0.2727,0.87,0.1045,4,10,14,Pagi
8655,,Spring,2012,Jan,9,No,Sun,0,Clear,0.26,0.2727,0.93,0.1045,13,27,40,Pagi
8656,,Spring,2012,Jan,10,No,Sun,0,Clear,0.3,0.3182,0.81,0.1045,18,52,70,Pagi
8657,,Spring,2012,Jan,11,No,Sun,0,Clear,0.34,0.3333,0.76,0.1343,40,98,138,Sore
8658,,Spring,2012,Jan,12,No,Sun,0,Clear,0.4,0.4091,0.62,0.2836,58,143,201,Sore
8659,,Spring,2012,Jan,13,No,Sun,0,Clear,0.42,0.4242,0.58,0.2836,82,141,223,Sore
8660,,Spring,2012,Jan,14,No,Sun,0,Clear,0.44,0.4394,0.54,0.2985,120,147,267,Sore
8661,,Spring,2012,Jan,15,No,Sun,0,Clear,0.46,0.4545,0.51,0.2985,101,164,265,Sore
8662,,Spring,2012,Jan,16,No,Sun,0,Cloudy,0.44,0.4394,0.54,0.2985,68,147,215,Sore
8663,,Spring,2012,Jan,17,No,Sun,0,Cloudy,0.48,0.4697,0.48,0.1642,36,75,111,Sore
8664,,Spring,2012,Jan,18,No,Sun,0,Light Rain/Snow,0.46,0.4545,0.59,0.2537,25,81,106,Malam
8665,,Spring,2012,Jan,19,No,Sun,0,Light Rain/Snow,0.42,0.4242,0.67,0.3881,20,85,105,Malam
8666,,Spring,2012,Jan,20,No,Sun,0,Cloudy,0.44,0.4394,0.62,0.2985,25,58,83,Malam
8667,,Spring,2012,Jan,21,No,Sun,0,Cloudy,0.44,0.4394,0.67,0.2537,10,61,71,Malam
8668,,Spring,2012,Jan,22,No,Sun,0,Clear,0.46,0.4545,0.55,0.4179,13,53,66,Malam
8669,,Spring,2012,Jan,23,No,Sun,0,Clear,0.44,0.4394,0.51,0.2985,4,25,29,Malam
8670,,Spring,2012,Jan,0,Yes,Mon,0,Clear,0.4,0.4091,0.4,0.4627,8,31,39,Malam
8671,,Spring,2012,Jan,1,Yes,Mon,0,Clear,0.36,0.3333,0.43,0.4179,1,11,12,Malam
8672,,Spring,2012,Jan,2,Yes,Mon,0,Clear,0.36,0.3182,0.34,0.4478,1,6,7,Malam
8673,,Spring,2012,Jan,4,Yes,Mon,0,Clear,0.28,0.2576,0.45,0.3284,0,4,4,Malam
8674,,Spring,2012,Jan,5,Yes,Mon,0,Clear,0.28,0.2576,0.45,0.3284,1,3,4,Malam
8675,,Spring,2012,Jan,6,Yes,Mon,0,Clear,0.26,0.2273,0.41,0.3881,0,14,14,Pagi
8676,,Spring,2012,Jan,7,Yes,Mon,0,Clear,0.24,0.2121,0.32,0.3881,0,16,16,Pagi
8677,,Spring,2012,Jan,8,Yes,Mon,0,Clear,0.24,0.2273,0.35,0.2537,2,51,53,Pagi
8678,,Spring,2012,Jan,9,Yes,Mon,0,Clear,0.24,0.2576,0.35,0.0,15,53,68,Pagi
8679,,Spring,2012,Jan,10,Yes,Mon,0,Clear,0.26,0.2424,0.35,0.2836,20,89,109,Pagi
8680,,Spring,2012,Jan,11,Yes,Mon,0,Clear,0.26,0.2121,0.35,0.4925,33,142,175,Sore
8681,,Spring,2012,Jan,12,Yes,Mon,0,Clear,0.28,0.2727,0.36,0.2537,41,161,202,Sore
8682,,Spring,2012,Jan,13,Yes,Mon,0,Clear,0.3,0.2727,0.36,0.2985,26,150,176,Sore
8683,,Spring,2012,Jan,14,Yes,Mon,0,Clear,0.3,0.2727,0.36,0.4179,10,141,151,Sore
8684,,Spring,2012,Jan,15,Yes,Mon,0,Clear,0.28,0.2424,0.38,0.4478,29,139,168,Sore
8685,,Spring,2012,Jan,16,Yes,Mon,0,Clear,0.26,0.2273,0.35,0.4179,10,144,154,Sore
8686,,Spring,2012,Jan,17,Yes,Mon,0,Clear,0.26,0.2273,0.35,0.3881,17,136,153,Sore
8687,,Spring,2012,Jan,18,Yes,Mon,0,Clear,0.26,0.2424,0.33,0.2537,13,113,126,Malam
8688,,Spring,2012,Jan,19,Yes,Mon,0,Clear,0.24,0.2273,0.38,0.2239,4,89,93,Malam
8689,,Spring,2012,Jan,20,Yes,Mon,0,Clear,0.24,0.2273,0.41,0.2239,5,83,88,Malam
8690,,Spring,2012,Jan,21,Yes,Mon,0,Cloudy,0.24,0.2121,0.41,0.3284,3,63,66,Malam
8691,,Spring,2012,Jan,22,Yes,Mon,0,Cloudy,0.22,0.2121,0.44,0.2836,3,36,39,Malam
8692,,Spring,2012,Jan,23,Yes,Mon,0,Clear,0.22,0.2121,0.44,0.2537,2,32,34,Malam
8693,,Spring,2012,Jan,0,No,Tue,1,Clear,0.2,0.197,0.51,0.2537,0,13,13,Malam
8694,,Spring,2012,Jan,1,No,Tue,1,Clear,0.18,0.1818,0.55,0.2239,1,5,6,Malam
8695,,Spring,2012,Jan,2,No,Tue,1,Clear,0.18,0.1667,0.51,0.2537,0,3,3,Malam
8696,,Spring,2012,Jan,3,No,Tue,1,Clear,0.16,0.1364,0.55,0.2836,0,2,2,Malam
8697,,Spring,2012,Jan,4,No,Tue,1,Clear,0.16,0.1515,0.55,0.2537,0,5,5,Malam
8698,,Spring,2012,Jan,5,No,Tue,1,Clear,0.14,0.1364,0.54,0.194,0,12,12,Malam
8699,,Spring,2012,Jan,6,No,Tue,1,Clear,0.14,0.1212,0.59,0.2836,4,81,85,Pagi
8700,,Spring,2012,Jan,7,No,Tue,1,Clear,0.14,0.1212,0.59,0.2537,2,168,170,Pagi
8701,,Spring,2012,Jan,8,No,Tue,1,Clear,0.16,0.1364,0.55,0.2836,5,349,354,Pagi
8702,,Spring,2012,Jan,9,No,Tue,1,Clear,0.16,0.1364,0.5,0.2836,8,145,153,Pagi
8703,,Spring,2012,Jan,10,No,Tue,1,Clear,0.16,0.1212,0.47,0.4627,5,55,60,Pagi
8704,,Spring,2012,Jan,11,No,Tue,1,Clear,0.18,0.1364,0.37,0.5224,12,63,75,Sore
8705,,Spring,2012,Jan,12,No,Tue,1,Clear,0.18,0.1364,0.37,0.5224,4,70,74,Sore
8706,,Spring,2012,Jan,13,No,Tue,1,Clear,0.18,0.1212,0.34,0.6567,5,68,73,Sore
8707,,Spring,2012,Jan,14,No,Tue,1,Clear,0.16,0.1212,0.43,0.5224,7,72,79,Sore
8708,,Spring,2012,Jan,15,No,Tue,1,Clear,0.16,0.1212,0.37,0.4179,9,68,77,Sore
8709,,Spring,2012,Jan,16,No,Tue,1,Clear,0.14,0.0909,0.39,0.5821,7,129,136,Sore
8710,,Spring,2012,Jan,17,No,Tue,1,Clear,0.14,0.1061,0.26,0.4627,4,241,245,Sore
8711,,Spring,2012,Jan,18,No,Tue,1,Clear,0.14,0.0909,0.26,0.5224,10,214,224,Malam
8712,,Spring,2012,Jan,19,No,Tue,1,Clear,0.12,0.0909,0.28,0.4179,4,152,156,Malam
8713,,Spring,2012,Jan,20,No,Tue,1,Clear,0.12,0.1212,0.33,0.2537,0,115,115,Malam
8714,,Spring,2012,Jan,21,No,Tue,1,Clear,0.1,0.1061,0.36,0.2239,2,66,68,Malam
8715,,Spring,2012,Jan,22,No,Tue,1,Clear,0.1,0.1061,0.46,0.2537,0,33,33,Malam
8716,,Spring,2012,Jan,23,No,Tue,1,Clear,0.1,0.0758,0.46,0.3881,0,18,18,Malam
8717,,Spring,2012,Jan,0,No,Wed,1,Clear,0.08,0.0606,0.42,0.3284,0,9,9,Malam
8718,,Spring,2012,Jan,1,No,Wed,1,Clear,0.04,0.0303,0.38,0.2985,0,3,3,Malam
8719,,Spring,2012,Jan,2,No,Wed,1,Clear,0.02,0.0152,0.34,0.2836,0,1,1,Malam
8720,,Spring,2012,Jan,3,No,Wed,1,Clear,0.02,0.0152,0.34,0.2836,0,1,1,Malam
8721,,Spring,2012,Jan,4,No,Wed,1,Clear,0.02,0.0455,0.41,0.194,0,2,2,Malam
8722,,Spring,2012,Jan,5,No,Wed,1,Clear,0.02,0.0455,0.41,0.194,0,14,14,Malam
8723,,Spring,2012,Jan,6,No,Wed,1,Clear,0.02,0.0455,0.41,0.1642,0,59,59,Pagi
8724,,Spring,2012,Jan,7,No,Wed,1,Clear,0.02,0.0455,0.44,0.194,1,151,152,Pagi
8725,,Spring,2012,Jan,8,No,Wed,1,Clear,0.02,0.0606,0.44,0.1343,5,310,315,Pagi
8726,,Spring,2012,Jan,9,No,Wed,1,Clear,0.04,0.0606,0.45,0.1343,7,173,180,Pagi
8727,,Spring,2012,Jan,10,No,Wed,1,Clear,0.06,0.1061,0.45,0.0,7,57,64,Pagi
8728,,Spring,2012,Jan,11,No,Wed,1,Cloudy,0.08,0.1212,0.42,0.0896,6,40,46,Sore
8729,,Spring,2012,Jan,12,No,Wed,1,Cloudy,0.1,0.1061,0.46,0.194,9,75,84,Sore
